date,hs300,zz500,cyb,kc50,securities,consumer,medicine,new_energy,dividend
2020-01-02,,,,,,,,,
2020-01-03,,,,,,,,,
2020-01-06,,,,,,,,,
2020-01-07,,,,,,,,,
2020-01-08,,,,,,,,,
2020-01-09,,,,,,,,,
2020-01-10,,,,,,,,,
2020-01-13,,,,,,,,,
2020-01-14,,,,,,,,,
2020-01-15,,,,,,,,,
2020-01-16,,,,,,,,,
2020-01-17,,,,,,,,,
2020-01-20,,,,,,,,,
2020-01-21,,,,,,,,,
2020-01-22,,,,,,,,,
2020-01-23,,,,,,,,,
2020-02-03,,,,,,,,,
2020-02-04,,,,,,,,,
2020-02-05,,,,,,,,,
2020-02-06,,,,,,,,,
2020-02-07,,,,,,,,,
2020-02-10,,,,,,,,,
2020-02-11,,,,,,,,,
2020-02-12,,,,,,,,,
2020-02-13,,,,,,,,,
2020-02-14,,,,,,,,,
2020-02-17,,,,,,,,,
2020-02-18,,,,,,,,,
2020-02-19,,,,,,,,,
2020-02-20,,,,,,,,,
2020-02-21,,,,,,,,,
2020-02-24,,,,,,,,,
2020-02-25,,,,,,,,,
2020-02-26,,,,,,,,,
2020-02-27,,,,,,,,,
2020-02-28,,,,,,,,,
2020-03-02,,,,,,,,,
2020-03-03,,,,,,,,,
2020-03-04,,,,,,,,,
2020-03-05,,,,,,,,,
2020-03-06,,,,,,,,,
2020-03-09,,,,,,,,,
2020-03-10,,,,,,,,,
2020-03-11,,,,,,,,,
2020-03-12,,,,,,,,,
2020-03-13,,,,,,,,,
2020-03-16,,,,,,,,,
2020-03-17,,,,,,,,,
2020-03-18,,,,,,,,,
2020-03-19,,,,,,,,,
2020-03-20,,,,,,,,,
2020-03-23,,,,,,,,,
2020-03-24,,,,,,,,,
2020-03-25,,,,,,,,,
2020-03-26,,,,,,,,,
2020-03-27,,,,,,,,,
2020-03-30,,,,,,,,,
2020-03-31,,,,,,,,,
2020-04-01,,,,,,,,,
2020-04-02,,,,,,,,,
2020-04-03,-0.10894191371414796,-0.05006020987441928,0.039093484419263635,,-0.11725452812202086,0.02148760330578514,0.0437994722955144,,-0.1813224267211997
2020-04-07,-0.08673592655230744,-0.023695054945054972,0.07369614512471645,,-0.09282296650717703,0.0615026595744681,0.07472178060413359,,-0.16740690126409297
2020-04-08,-0.08682997817123461,-0.03174872665534789,0.057046979865771785,,-0.09760765550239237,0.048788582807832714,0.0830208891269415,,-0.16535433070866135
2020-04-09,-0.09121540312876064,-0.03519946362722093,0.05433589462129529,,-0.09591642924976251,0.028571428571428692,0.09793541556379037,,-0.17137028221693307
2020-04-10,-0.08507535245503162,-0.03926568077511472,0.04743303571428559,,-0.08031341821743387,0.037593984962405846,0.0967397113842865,,-0.171516603902773
2020-04-13,-0.0998075998075999,-0.060936713110626095,0.0076128330614464446,,-0.10328185328185324,0.00997747022851625,0.07503908285565397,,-0.1813858695652173
2020-04-14,-0.08467644936252106,-0.036749831422791646,0.04259967231021311,,-0.08092485549132955,0.03196641911527287,0.08393782383419701,,-0.17069846678023848
2020-04-15,-0.0997144217039505,-0.05438567401757577,0.019871106337271627,,-0.10095238095238102,0.0069996818326441,0.07157569515962936,,-0.17684996605566883
2020-04-16,-0.0953632887189293,-0.04279766860949208,0.044324324324324316,,-0.08108108108108114,0.012508017960231044,0.08367983367983367,,-0.18372171563660933
2020-04-17,-0.08020231213872842,-0.03875062635710713,0.0519761775852734,,-0.078564500484966,0.019532500800512276,0.07194616977225676,,-0.17858353100643853
2020-04-20,-0.07501205981669079,-0.02969140950792326,0.06088362068965525,,-0.07017543859649134,0.023010546500479512,0.07815734989648049,,-0.176450627757041
2020-04-21,-0.08576246687545164,-0.030364032880389247,0.04897739504843912,,-0.09214354995150331,0.018041237113401998,0.054563997960224375,,-0.13397988505747116
2020-04-22,-0.08419038507534082,-0.037452565583237174,0.032545931758530156,,-0.1022944550669217,0.053565666343981855,0.06666666666666665,,-0.13362068965517238
2020-04-23,-0.0689403166869672,-0.031051752921535836,0.03118393234672312,,-0.0943579766536965,0.08044840092317851,0.054945054945055194,,-0.12038053421148931
2020-04-24,-0.07987375576596256,-0.05268389662027828,0.006256517205422307,,-0.1159420289855071,0.08636664460622101,0.05106167846309417,,-0.12568706485892267
2020-04-27,-0.04729729729729726,-0.0194458785062811,0.0464112250404749,,-0.08148893360160958,0.13587891296869636,0.10046607975142408,,-0.10123734533183348
2020-04-28,0.04700737906531849,0.058999812699007226,0.14227166276346614,,0.033519553072625774,0.28555045871559637,0.17728531855955687,,-0.016129032258064613
2020-04-29,0.021485411140583555,0.04347025234849866,0.07488986784140961,,0.03811659192825112,0.20565552699228795,0.11016949152542388,,-0.028605962933118567
2020-04-30,0.02653007617546632,0.04706094482509915,0.0652057723142705,,0.04640883977900545,0.18270270270270283,0.07062436028659169,,-0.024661893396976886
2020-05-06,0.005388760585065544,0.03256872701803526,0.051295336787564816,,0.023706896551723977,0.15449143656064313,0.057625434674615006,,-0.027380952380952395
2020-05-07,0.005915637860082423,0.021505376344086002,0.04381443298969079,,0.015069967707211918,0.1568221070811746,0.07351460221550865,,-0.024661893396976886
2020-05-08,0.013329915406306014,0.024562006183442175,0.04130545639979588,,0.024520255863539564,0.14807233026270894,0.0956743002544529,,-0.03441533046538914
2020-05-11,0.0007608419984783676,0.025189786059351293,0.039548022598870025,,0.018143009605122717,0.12682265174635465,0.07287449392712553,,-0.04045118630882927
2020-05-12,-0.006547469151347296,0.007270882651335908,0.018444666001994126,,-0.0020986358866736943,0.13180128421764103,0.07200000000000006,,-0.0473235065942591
2020-05-13,0.0010126582278480178,0.021668657225729415,0.035211267605633756,,0.014941302027748016,0.1528532608695652,0.09838546922300706,,-0.04059328649492566
2020-05-14,-0.014080965551923619,0.015167007498295693,0.024660291897332653,,-0.016771488469601747,0.12841253791708795,0.09516616314199378,,-0.05549088086922771
2020-05-15,-0.03986220472440938,-0.016317784737102436,-0.014002897151134897,,-0.06374501992031878,0.10172299536116647,0.0663366336633664,,-0.07360793287566747
2020-05-18,-0.030948254518445073,-0.029267495094833174,-0.02440191387559798,,-0.0611835506519558,0.13724183877415075,0.09381237524950103,,-0.07431402439024404
2020-05-19,-0.02400990099009903,-0.010384044832701611,0.003407984420642718,,-0.05805805805805808,0.12364353830976649,0.11803444782168171,,-0.07055682684973308
2020-05-20,-0.04938271604938271,-0.03624009060022648,-0.030403800475059417,,-0.12546816479400746,0.0926105195224265,0.09404702351175565,,-0.08916478555304741
